Times 6 streak appeared,Contained a 6 streak,Contained a 6 streak %,6 streak average,Times 7 streak appeared,Contained a 7 streak,Contained a 7 streak %,7 streak average,Times 8 streak appeared,Contained a 8 streak,Contained a 8 streak %,8 streak average,Times 9 streak appeared,Contained a 9 streak,Contained a 9 streak %,9 streak average,Times 10 streak appeared,Contained a 10 streak,Contained a 10 streak %,10 streak average,Total games played
6216,961,96.1,6.22,3142,799,79.9,3.14,1571,560,56.0,1.57,790,331,33.1,0.79,398,187,18.7,0.4,1000
